step,time_s,case_name,alt_ft,vc_kts,theta_deg,phi_deg,hdot_fps,q_dps,elev_raw,elev_comp,elev_plant,throttle,speedbrake,case_gamma_estimate,physical_gamma,comp_factor,mrac_elev,observer_bias_q,observer_bias_theta,detector_severity,detector_confidence,mmae_gamma_hat,mmae_best_gamma,residual_enabled,rl_residual,interlock_tripped
32,0.258333,FULL_STACK,15095.881722278893,489.09328023964,0.3980962327062856,1.93474073840118,9.977427753842809,-0.03306623142023637,-0.0021633493602080363,-0.015922289982418538,-0.015922289982418538,0.15,0.06666666666666667,0.6000129340501608,1.0,1.6666307395240259,-0.013758940622210503,0.0,0.0,1.0,1.0,0.6000129340501608,0.6,0,0.0,0
33,0.266667,FULL_STACK,15095.965098690242,489.11969588047475,0.3977832317833624,1.9549973964297807,10.013142346462743,-0.035700827364246394,-0.0017237308272935897,-0.015475991072676375,-0.015475991072676375,0.15,0.06875,0.6000098897428766,1.0,1.6666391956114788,-0.013752260245382786,0.0,0.0,1.0,1.0,0.6000098897428766,0.6,0,0.0,0
34,0.275,FULL_STACK,15096.048800196499,489.1423179043756,0.397566190503728,1.9347537177970835,10.08056272851881,-0.04114719995630107,-0.0013852257950054824,-0.015099675275181454,-0.015099675275181454,0.15,0.07083333333333335,0.6000081011547866,1.0,1.6666441637627585,-0.013714449480175972,0.0,0.0,1.0,1.0,0.6000081011547866,0.6,0,0.0,0
35,0.283333,FULL_STACK,15096.133195217699,489.17252680137614,0.3973806733174175,1.8731185675325972,10.085783652359003,-0.04601973539902668,-0.001001979316080622,-0.014647618959153704,-0.014647618959153704,0.15,0.07291666666666669,0.6000056709059358,1.0,1.666650914299062,-0.013645639643073082,0.0,0.0,1.0,1.0,0.6000056709059358,0.6,0,0.0,0
36,0.291667,FULL_STACK,15096.21704851836,489.20657908514096,0.3970475711369337,1.854287919511457,10.058749287802442,-0.052084182060417844,-0.0015036163299331647,-0.015141215865219592,-0.015141215865219592,0.15,0.07500000000000002,0.6000041488598022,1.0,1.6666551421357942,-0.013637599535286427,0.0,0.0,1.0,1.0,0.6000041488598022,0.6,0,0.0,0
37,0.3,FULL_STACK,15096.300646115094,489.24439497721943,0.39655301820205496,1.8764524971821914,9.999936972110895,-0.05464240899635474,-0.0019060703867565497,-0.015567175572503696,-0.015567175572503696,0.15,0.07708333333333336,0.6000027986800215,1.0,1.6666588925917578,-0.013661105185747147,0.0,0.0,1.0,1.0,0.6000027986800215,0.6,0,0.0,0
38,0.308333,FULL_STACK,15096.383622854948,489.27459432579917,0.3959553344918908,1.9402600976969377,10.003159076235896,-0.05645049648779001,-0.00234796483163208,-0.016063643657606545,-0.016063643657606545,0.15,0.0791666666666667,0.6000022997367077,1.0,1.6666602785336302,-0.013715678825974464,0.0,0.0,1.0,1.0,0.6000022997367077,0.6,0,0.0,0
39,0.316667,FULL_STACK,15096.467210657895,489.300922317845,0.3954460610470487,1.9614674905565679,10.038165575781058,-0.05721363118521392,-0.0019118716896077829,-0.015621514613976165,-0.015621514613976165,0.15,0.08125000000000004,0.6000019640769084,1.0,1.6666612109153358,-0.013709642924368382,0.0,0.0,1.0,1.0,0.6000019640769084,0.6,0,0.0,0
40,0.325,FULL_STACK,15096.551117580384,489.3234585501307,0.39504898787994314,1.9421306909324094,10.104848165648885,-0.0607618287623341,-0.001575035471761596,-0.015247555878305804,-0.015247555878305804,0.15,0.08333333333333338,0.600001795913248,1.0,1.6666616780336876,-0.013672520406544209,0.0,0.0,1.0,1.0,0.600001795913248,0.6,0,0.0,0
41,0.333333,FULL_STACK,15096.635711800307,489.35357566246586,0.3946996529594295,1.8813468732043002,10.109310731186277,-0.0637207041725341,-0.0011917992245811869,-0.014796227843727534,-0.014796227843727534,0.15,0.08541666666666672,0.6000013994819128,1.0,1.6666627792259763,-0.013604428619146347,0.0,0.0,1.0,1.0,0.6000013994819128,0.6,0,0.0,0
42,0.341667,FULL_STACK,15096.719757929444,489.38753313351503,0.39422313416512417,1.8611079838016595,10.081619523936507,-0.06785548683866265,-0.0016922531945877742,-0.015289378382103987,-0.015289378382103987,0.15,0.08750000000000006,0.6000011374100932,1.0,1.666663507200175,-0.013597125187516212,0.0,0.0,1.0,1.0,0.6000011374100932,0.6,0,0.0,0
43,0.35,FULL_STACK,15096.803543727845,489.42525114782944,0.39360101898644606,1.8819475796020473,10.022165058752693,-0.06850260285434333,-0.0020884384393838142,-0.01570970723332436,-0.01570970723332436,0.15,0.0895833333333334,0.6000008556487434,1.0,1.666664289867991,-0.013621268793940544,0.0,0.0,1.0,1.0,0.6000008556487434,0.6,0,0.0,0
44,0.358333,FULL_STACK,15096.886703070253,489.455358172362,0.3928908700185077,1.944455307111168,10.024666204722115,-0.06843890778809028,-0.0025264470904765475,-0.016202913510769402,-0.016202913510769402,0.15,0.09166666666666674,0.6000007872900424,1.0,1.666664479752752,-0.013676466420292854,0.0,0.0,1.0,1.0,0.6000007872900424,0.6,0,0.0,0
45,0.366667,FULL_STACK,15096.970466829836,489.48159650336964,0.3922847730759021,1.9643592994174115,10.0589461148612,-0.06733591268946507,-0.002086821500531861,-0.015757952373794744,-0.015757952373794744,0.15,0.09375000000000008,0.6000007540913564,1.0,1.6666645719710869,-0.013671130873262882,0.0,0.0,1.0,1.0,0.6000007540913564,0.6,0,0.0,0
46,0.375,FULL_STACK,15097.054543882608,489.5040459179505,0.39180583800774377,1.943691608423339,10.12487242727514,-0.06902744815986377,-0.0017444431694054895,-0.015379157467355757,-0.015379157467355757,0.15,0.09583333333333342,0.6000007710541506,1.0,1.666664524852334,-0.013634714297950268,0.0,0.0,1.0,1.0,0.6000007710541506,0.6,0,0.0,0
47,0.383333,FULL_STACK,15097.139301717281,489.53407131939355,0.3913897399274976,1.8815763517291881,10.128708716060308,-0.07015976066754842,-0.001355284249274212,-0.01492264157333799,-0.01492264157333799,0.15,0.09791666666666676,0.600000668796021,1.0,1.6666648089020124,-0.013567357324063778,0.0,0.0,1.0,1.0,0.600000668796021,0.6,0,0.0,0
48,0.391667,FULL_STACK,15097.223507337272,489.5679347037462,0.3908567093487463,1.862338263115412,10.100337852129716,-0.07252675097064033,-0.0018472773187040298,-0.015407939364778897,-0.015407939364778897,0.15,0.1000000000000001,0.6000006022598494,1.0,1.6666649937243199,-0.013560662046074867,0.0,0.0,1.0,1.0,0.6000006022598494,0.6,0,0.0,0
49,0.4,FULL_STACK,15097.307446103543,489.60555666093285,0.3901924388556804,1.8841576404501745,10.040235585859229,-0.07145162651488596,-0.0022389131980097817,-0.015824378226891807,-0.015824378226891807,0.15,0.10208333333333344,0.6000005017487501,1.0,1.6666652729213043,-0.013585465028882027,0.0,0.0,1.0,1.0,0.6000005017487501,0.6,0,0.0,0
50,0.408333,FULL_STACK,15097.39075345546,489.63557333378685,0.3894550941229862,1.9476913546531753,10.042069986328649,-0.06969664983574116,-0.0026682578839710203,-0.016309549181943224,-0.016309549181943224,0.15,0.10416666666666678,0.600000512118693,1.0,1.666665244115956,-0.013641291297972202,0.0,0.0,1.0,1.0,0.600000512118693,0.6,0,0.0,0
51,0.416667,FULL_STACK,15097.474659401923,489.6617249407228,0.388836102743246,1.9685690956266158,10.07566345997948,-0.06696995861711674,-0.002219072175742603,-0.01585567519587419,-0.01585567519587419,0.15,0.10625000000000012,0.6000005450081772,1.0,1.6666651527564385,-0.013636603020131588,0.0,0.0,1.0,1.0,0.6000005450081772,0.6,0,0.0,0
52,0.425,FULL_STACK,15097.558872833848,489.6840913192578,0.3883585046917017,1.9488422324166583,10.140907204434987,-0.0671122999766437,-0.0018666970078292154,-0.015467549348289039,-0.015467549348289039,0.15,0.10833333333333346,0.6000006150885391,1.0,1.666664958089143,-0.013600852340459824,0.0,0.0,1.0,1.0,0.6000006150885391,0.6,0,0.0,0
53,0.433333,FULL_STACK,15097.643761463463,489.71402938803624,0.38795703045341634,1.8876147446109728,10.14410621846426,-0.06677257880029913,-0.0014665421855400164,-0.015000699722463902,-0.015000699722463902,0.15,0.1104166666666668,0.6000005843143078,1.0,1.6666650435729478,-0.013534157536923885,0.0,0.0,1.0,1.0,0.6000005843143078,0.6,0,0.0,0
54,0.441667,FULL_STACK,15097.728092897683,489.7478039536705,0.38745275334934487,1.8683389879049386,10.115173269664579,-0.06773856530824844,-0.0019469449377824471,-0.015475025594906967,-0.015475025594906967,0.15,0.11250000000000014,0.6000005723118812,1.0,1.6666650769129574,-0.01352808065712452,0.0,0.0,1.0,1.0,0.6000005723118812,0.6,0,0.0,0
55,0.45,FULL_STACK,15097.812153209,489.78533559082865,0.38682891019697163,1.8901709479348188,10.054556479264654,-0.06534821395116026,-0.002325317924320544,-0.015878746387958373,-0.015878746387958373,0.15,0.11458333333333348,0.6000005176850236,1.0,1.666665228653953,-0.013553428463637829,0.0,0.0,1.0,1.0,0.6000005176850236,0.6,0,0.0,0
56,0.458333,FULL_STACK,15097.895577922463,489.8152687031325,0.3861425299135815,1.9537329752226815,10.055832605016647,-0.0623710240675394,-0.0027424182819331387,-0.016352171272238564,-0.016352171272238564,0.15,0.11666666666666682,0.6000005724552997,1.0,1.6666650765145736,-0.013609752990305424,0.0,0.0,1.0,1.0,0.6000005724552997,0.6,0,0.0,0
57,0.466667,FULL_STACK,15097.979596078396,489.8413407950378,0.3855849340895486,1.9746049709493219,10.088873414620839,-0.058506013807842885,-0.0022819339061160102,-0.015887538785674095,-0.015887538785674095,0.15,0.11875000000000016,0.6000006578404403,1.0,1.6666648393341137,-0.013605604879558086,0.0,0.0,1.0,1.0,0.6000006578404403,0.6,0,0.0,0
58,0.475,FULL_STACK,15098.06391729787,489.86363173377566,0.3851784096653177,1.9548355037571685,10.15356676622337,-0.05759181093036283,-0.0019173450507408525,-0.01548773476110758,-0.01548773476110758,0.15,0.1208333333333335,0.6000007959424717,1.0,1.6666644557182895,-0.013570389710366726,0.0,0.0,1.0,1.0,0.6000007959424717,0.6,0,0.0,0
59,0.483333,FULL_STACK,15098.148909140378,489.8934905243006,0.3848569332255673,1.893533331726559,10.156301511253002,-0.05628516033792888,-0.0015049426293796203,-0.015009171184045662,-0.015009171184045662,0.15,0.12291666666666684,0.6000008050565063,1.0,1.666664430401594,-0.013504228554666042,0.0,0.0,1.0,1.0,0.6000008050565063,0.6,0,0.0,0
60,0.491667,FULL_STACK,15098.23334056884,489.92718459674904,0.3844402528364415,1.8742853436186782,10.126950399649552,-0.056378876108829204,-0.0019723184188928647,-0.015470918991240507,-0.015470918991240507,0.15,0.12500000000000017,0.6000008336821299,1.0,1.6666643508861902,-0.013498600572347641,0.0,0.0,1.0,1.0,0.6000008336821299,0.6,0,0.0,0
61,0.5,FULL_STACK,15098.317497447133,489.9646345849356,0.38391091389252147,1.8961710215744234,10.065962711516491,-0.05321298712165894,-0.00233840976357654,-0.015862762336434875,-0.015862762336434875,0.15,0.1270833333333335,0.6000007942460126,1.0,1.6666644604306633,-0.013524352572858334,0.0,0.0,1.0,1.0,0.6000007942460126,0.6,0,0.0,0
62,0.508333,FULL_STACK,15098.401015821844,489.9944929002887,0.3833253310240851,1.9598169696039747,10.066838492381443,-0.049552112423539504,-0.002743299072515787,-0.016324332868587792,-0.016324332868587792,0.15,0.12916666666666682,0.6000009207102529,1.0,1.666664109142111,-0.013581033796072006,0.0,0.0,1.0,1.0,0.6000009207102529,0.6,0,0.0,0
63,0.516667,FULL_STACK,15098.485123924911,490.0204944443049,0.38287449820648817,1.9807395464310567,10.099485095461947,-0.04509178712437816,-0.002271389307208915,-0.015848662422724626,-0.015848662422724626,0.15,0.13125000000000014,0.6000011041983666,1.0,1.6666635994546264,-0.013577273115515709,0.0,0.0,1.0,1.0,0.6000011041983666,0.6,0,0.0,0
64,0.525,FULL_STACK,15098.569531966,490.042719075926,0.3825799733837903,1.9609871073130423,10.163790309739344,-0.04366823693637956,-0.0018950261053550538,-0.01543746496261242,-0.01543746496261242,0.15,0.13333333333333347,0.6000013848035421,1.0,1.6666628199990388,-0.013542438857257366,0.0,0.0,1.0,1.0,0.6000013848035421,0.6,0,0.0,0
65,0.533333,FULL_STACK,15098.654607407749,490.0725077915514,0.3823749003258042,1.8996699809295337,10.166217761841878,-0.041941585136925294,-0.0014710858927113031,-0.014947737985942981,-0.014947737985942981,0.15,0.1354166666666668,0.6000014437442825,1.0,1.6666626562755318,-0.013476652093231678,0.0,0.0,1.0,1.0,0.6000014437442825,0.6,0,0.0,0
66,0.541667,FULL_STACK,15098.739120468497,490.1061306346879,0.3820781422984921,1.8802874742545537,10.136614214692258,-0.04170527348540169,-0.0019265858849020277,-0.015397905225071458,-0.015397905225071458,0.15,0.13750000000000012,0.6000015315938328,1.0,1.6666624122502132,-0.01347131934016943,0.0,0.0,1.0,1.0,0.6000015315938328,0.6,0,0.0,0
67,0.55,FULL_STACK,15098.823357012123,490.14350822162066,0.3816711595447344,1.9020721890138854,10.075421761807467,-0.03830089155547928,-0.0022814289310463223,-0.01577874334691842,-0.01577874334691842,0.15,0.13958333333333345,0.6000014885373157,1.0,1.6666625318510477,-0.013497314415872097,0.0,0.0,1.0,1.0,0.6000014885373157,0.6,0,0.0,0
68,0.558333,FULL_STACK,15098.906953532249,490.1733009830077,0.38120969813303857,1.9656476581613507,10.076060559695554,-0.034487732783528444,-0.002675746117742642,-0.016229938265891655,-0.016229938265891655,0.15,0.14166666666666677,0.6000017497121654,1.0,1.6666618063692697,-0.013554192148149014,0.0,0.0,1.0,1.0,0.6000017497121654,0.6,0,0.0,0
69,0.566667,FULL_STACK,15098.991137381643,490.1992411251979,0.3808845030978374,1.986471059121892,10.108475809092402,-0.029952383023172196,-0.0021944148312096554,-0.015745073541510578,-0.015745073541510578,0.15,0.1437500000000001,0.600002116777868,1.0,1.6666607867488887,-0.013550658710300922,0.0,0.0,1.0,1.0,0.600002116777868,0.6,0,0.0,0
70,0.575,FULL_STACK,15099.075619399548,490.2214084657154,0.3807164505126452,1.9665891856339255,10.172552771803684,-0.02852623707277056,-0.0018085018389218733,-0.015324547945737212,-0.015324547945737212,0.15,0.14583333333333343,0.60000266360826,1.0,1.6666592677876795,-0.013516046106815338,0.0,0.0,1.0,1.0,0.60000266360826,0.6,0,0.0,0
71,0.583333,FULL_STACK,15099.160766925663,490.25113595956975,0.3806379826470102,1.905115398615941,10.174846035553747,-0.02687113670698823,-0.0013755220145717929,-0.014826000218166477,-0.014826000218166477,0.15,0.14791666666666675,0.6000027774165074,1.0,1.6666589516565258,-0.013450478203594685,0.0,0.0,1.0,1.0,0.6000027774165074,0.6,0,0.0,0
72,0.591667,FULL_STACK,15099.245351657271,490.28469619661024,0.38046612980029854,1.8860071667281726,10.145138006541043,-0.02678163189251761,-0.0018216827215378278,-0.015266955763262986,-0.015266955763262986,0.15,0.15000000000000008,0.6000029339769576,1.0,1.6666585167705261,-0.013445273041725159,0.0,0.0,1.0,1.0,0.6000029339769576,0.6,0,0.0,0
73,0.6,FULL_STACK,15099.329658899456,490.32200979206164,0.38018252767605104,1.9080859074064596,10.083885766322144,-0.023593684901154238,-0.0021690636312358368,-0.015640429537533997,-0.015640429537533997,0.15,0.1520833333333334,0.6000028287589476,1.0,1.6666588090399688,-0.01347136590629816,0.0,0.0,1.0,1.0,0.6000028287589476,0.6,0,0.0,0
74,0.608333,FULL_STACK,15099.413325853646,490.35174506731397,0.3798425866906082,1.9719849601524484,10.084432571325394,-0.020056565943719434,-0.0025558862282641574,-0.016084183883548563,-0.016084183883548563,0.15,0.15416666666666673,0.6000032787647936,1.0,1.6666575590364539,-0.013528297655284405,0.0,0.0,1.0,1.0,0.6000032787647936,0.6,0,0.0,0
75,0.616667,FULL_STACK,15099.497578974813,490.3776316027811,0.3796369193389418,1.9930948784891642,10.11675238264899,-0.015856817840077777,-0.002068184081269723,-0.015593034911705475,-0.015593034911705475,0.15,0.15625000000000006,0.6000038945213224,1.0,1.6666558486221006,-0.013524850830435753,0.0,0.0,1.0,1.0,0.6000038945213224,0.6,0,0.0,0
76,0.625,FULL_STACK,15099.58212955296,490.39974913972884,0.3795860455828905,1.9734674266322259,10.18073475277319,-0.014820408023238326,-0.001675996228107482,-0.015166323862024813,-0.015166323862024813,0.15,0.15833333333333338,0.6000047944923931,1.0,1.6666533487386626,-0.013490327633917332,0.0,0.0,1.0,1.0,0.6000047944923931,0.6,0,0.0,0
